mês;operador;id_loja_atual;ds_subcategoria;real;resultado_modelo;resultado_ajustado
2020-04;Operador A;Loja 1;Produto B;0,007079523;0,010267168;0,010267168
2020-04;Operador A;Loja 1;Produto A;0,369133281;0,209610006;0,209610006
2020-05;Operador A;Loja 1;Produto I;0,335290841;0,229569093;0,229569093
2020-05;Operador A;Loja 1;Produto H;0,129427603;0,068525;0,068525
2020-05;Operador A;Loja 1;Produto G;0,173668818;0,115393922;0,115393922
2020-05;Operador A;Loja 1;Produto F;0,242119679;0,150716801;0,150716801
2020-05;Operador A;Loja 1;Produto E;0,355299197;0,066896499;0,066896499
2020-05;Operador A;Loja 1;Produto D;0,041548675;0,041112879;0,041112879
2020-05;Operador A;Loja 1;Produto C;0,042871733;0,039471522;0,039471522
2020-05;Operador A;Loja 1;Produto B;0,009122139;0,009859237;0,009859237
2020-05;Operador A;Loja 1;Produto A;0,396174737;0,287491352;0,287491352
2020-06;Operador A;Loja 1;Produto I;0,775312195;0,338922343;0,338922343
2020-06;Operador A;Loja 1;Produto H;0,211782183;0,119797896;0,119797896
2020-06;Operador A;Loja 1;Produto G;0,263172555;0,170320528;0,170320528
2020-06;Operador A;Loja 1;Produto F;0,291374588;0,202199701;0,202199701
2020-06;Operador A;Loja 1;Produto E;0,586184485;0,167531615;0,167531615
2020-06;Operador A;Loja 1;Produto D;0,067940207;0,067307554;0,067307554
2020-06;Operador A;Loja 1;Produto C;0,070934497;0,057998958;0,057998958
2020-06;Operador A;Loja 1;Produto B;0,01856924;0,010600154;0,010600154
2020-06;Operador A;Loja 1;Produto A;0,43904647;0,301313364;0,301313364
2020-07;Operador A;Loja 1;Produto H;0,316837658;0,138776056;0,138776056
2020-07;Operador A;Loja 1;Produto G;0,253354069;0,195226866;0,195226866
2020-07;Operador A;Loja 1;Produto F;0,345225384;0,259656385;0,259656385
2020-07;Operador A;Loja 1;Produto E;0,657745694;0,21700303;0,21700303
2020-07;Operador A;Loja 1;Produto I;0,994406016;0,411939802;0,411939802
2020-07;Operador A;Loja 1;Produto C;0,073719883;0,074319049;0,074319049
2020-07;Operador A;Loja 1;Produto B;0,025184532;0,012044532;0,012044532
2020-07;Operador A;Loja 1;Produto A;0,494545286;0,319055524;0,319055524
2020-07;Operador A;Loja 1;Produto D;0,123462235;0,078562555;0,078562555
2020-08;Operador A;Loja 1;Produto I;0,560396453;0,311553212;0,311553212
2020-08;Operador A;Loja 1;Produto H;0,219627687;0,093284992;0,093284992
2020-08;Operador A;Loja 1;Produto G;0,209669932;0,144701121;0,144701121
2020-08;Operador A;Loja 1;Produto F;0,254166473;0,195032268;0,195032268
2020-08;Operador A;Loja 1;Produto E;0,534051344;0,126710133;0,126710133
2020-08;Operador A;Loja 1;Produto D;0,108978228;0,056389377;0,056389377
2020-08;Operador A;Loja 1;Produto C;0,14555963;0,059907863;0,059907863
2020-08;Operador A;Loja 1;Produto B;0,035165498;0,016786209;0,016786209
2020-08;Operador A;Loja 1;Produto A;0,244208718;0,212944301;0,212944301
2020-09;Operador A;Loja 1;Produto I;0,374634418;0,251723855;0,251723855
2020-09;Operador A;Loja 1;Produto H;0,167587391;0,069041768;0,069041768
2020-09;Operador A;Loja 1;Produto G;0,178311128;0,132063204;0,132063204
2020-09;Operador A;Loja 1;Produto F;0,366904972;0,205922379;0,205922379
2020-09;Operador A;Loja 1;Produto E;0,668655123;0,151663966;0,151663966
2020-09;Operador A;Loja 1;Produto D;0,070145304;0,044378633;0,044378633
2020-09;Operador A;Loja 1;Produto C;0,057309317;0,039041697;0,039041697
2020-09;Operador A;Loja 1;Produto B;0,029107284;0,020314189;0,020314189
2020-09;Operador A;Loja 1;Produto A;0,208091546;0,154131753;0,154131753
2020-10;Operador A;Loja 1;Produto I;0,564899494;0,289300479;0,289300479
2020-10;Operador A;Loja 1;Produto H;0,165126967;0,087538494;0,087538494
2020-10;Operador A;Loja 1;Produto G;0,223387958;0,129197111;0,129197111
2020-10;Operador A;Loja 1;Produto F;0,518615663;0,23636739;0,23636739
2020-10;Operador A;Loja 1;Produto E;0,721786361;0,270736716;0,270736716
2020-10;Operador A;Loja 1;Produto D;0,134046702;0,060062636;0,060062636
2020-10;Operador A;Loja 1;Produto C;0,065526206;0,031266886;0,031266886
2020-10;Operador A;Loja 1;Produto B;0,041548675;0,017283074;0,017283074
2020-10;Operador A;Loja 1;Produto A;0,158720579;0,056835075;0,056835075
2020-11;Operador A;Loja 1;Produto H;0,078408616;0,086483652;0,086483652
2020-11;Operador A;Loja 1;Produto G;0,209739566;0,149707869;0,149707869
2020-11;Operador A;Loja 1;Produto F;0,54612135;0,335951527;0,335951527
2020-11;Operador A;Loja 1;Produto E;0,756789378;0,439158399;0,439158399
2020-11;Operador A;Loja 1;Produto I;0,517385451;0,314051223;0,314051223
2020-11;Operador A;Loja 1;Produto C;0,040829117;0,052753243;0,052753243
2020-11;Operador A;Loja 1;Produto B;0,020843972;0,02304354;0,02304354
2020-11;Operador A;Loja 1;Produto A;0,09059468;0,03198049;0,03198049
2020-11;Operador A;Loja 1;Produto D;0,070307785;0,060775923;0,060775923
2020-12;Operador A;Loja 1;Produto I;0,173877722;0,199077159;0,199077159
2020-12;Operador A;Loja 1;Produto H;0,037161692;0,040178482;0,040178482
2020-12;Operador A;Loja 1;Produto G;0,153010538;0,078249232;0,078249232
2020-12;Operador A;Loja 1;Produto F;0,616475558;0,318446389;0,318446389
2020-12;Operador A;Loja 1;Produto E;0,461329558;0,21629808;0,21629808
2020-12;Operador A;Loja 1;Produto D;0,032031939;0,032313776;0,032313776
2020-12;Operador A;Loja 1;Produto C;0,022004549;0,017803685;0,017803685
2020-12;Operador A;Loja 1;Produto B;0,010421986;0,012543736;0,012543736
2020-12;Operador A;Loja 1;Produto A;0,044357272;0,016389698;0,016389698
2021-01;Operador A;Loja 1;Produto H;0,101109512;0,062530381;0,062530381
2021-01;Operador A;Loja 1;Produto G;0,317998236;0,142194343;0,142194343
2021-01;Operador A;Loja 1;Produto F;0,867833434;0,421046336;0,421046336
2021-01;Operador A;Loja 1;Produto E;0,820551506;0,313844324;0,313844324
2021-01;Operador A;Loja 1;Produto I;0,433638178;0,267928917;0,267928917
2021-01;Operador A;Loja 1;Produto C;0,185483497;0,071172193;0,071172193
2021-01;Operador A;Loja 1;Produto B;0,025393436;0,020650192;0,020650192
2021-01;Operador A;Loja 1;Produto A;0,031033842;0,023078085;0,023078085
2021-01;Operador A;Loja 1;Produto D;0,06903115;0,045490947;0,045490947
2021-02;Operador A;Loja 1;Produto H;0,076203519;0,046395697;0,046395697
2021-02;Operador A;Loja 1;Produto G;0,208880739;0,094795171;0,094795171
2021-02;Operador A;Loja 1;Produto F;0,390743234;0,336019476;0,336019476
2021-02;Operador A;Loja 1;Produto E;0,390418272;0,218280965;0,218280965
2021-02;Operador A;Loja 1;Produto I;0,27628708;0,207924439;0,207924439
2021-02;Operador A;Loja 1;Produto C;0,0452161;0,031635102;0,031635102
2021-02;Operador A;Loja 1;Produto B;0,020867184;0,009410882;0,009410882
2021-02;Operador A;Loja 1;Produto A;0,069797131;0,041006239;0,041006239
2021-02;Operador A;Loja 1;Produto D;0,035351191;0,035660345;0,035660345
2021-03;Operador A;Loja 1;Produto I;0,27178404;0,203328502;0,203328502
2021-03;Operador A;Loja 1;Produto H;0,120235829;0,065121596;0,065121596
2021-03;Operador A;Loja 1;Produto G;0,17355276;0,081125168;0,081125168
2021-03;Operador A;Loja 1;Produto F;0,244789007;0,143143057;0,143143057
2021-03;Operador A;Loja 1;Produto E;0,431920524;0,11680548;0,11680548
2021-03;Operador A;Loja 1;Produto C;0,045053619;0,025311771;0,025311771
2021-03;Operador A;Loja 1;Produto B;0,005454714;0,002469094;0,002469094
2021-03;Operador A;Loja 1;Produto A;0,170395989;0,083525908;0,083525908
2021-03;Operador A;Loja 1;Produto D;0,06274082;0,040824421;0,040824421
2021-04;Operador A;Loja 1;Produto F;0,257276821;0,104975254;0,104975254
2021-04;Operador A;Loja 1;Produto I;0,236873868;0,218855226;0,218855226
2021-04;Operador A;Loja 1;Produto H;0,108792535;0,08108596;0,08108596
2021-04;Operador A;Loja 1;Produto E;0,313913003;0,103308554;0,103308554
2021-04;Operador A;Loja 1;Produto G;0,105542918;0,072466835;0,072466835
2021-04;Operador A;Loja 1;Produto C;0,085093543;0,042487566;0,042487566
2021-04;Operador A;Loja 1;Produto D;0,064922706;0,042163784;0,042163784
2021-04;Operador A;Loja 1;Produto B;0,000858827;0,001187758;0,001187758
2021-04;Operador A;Loja 1;Produto A;0,173738452;0,134168908;0,134168908
2021-05;Operador A;Loja 1;Produto I;0,18583167;0,198827166;0,198827166
2021-05;Operador A;Loja 1;Produto H;0,073255652;0,080097638;0,080097638
2021-05;Operador A;Loja 1;Produto G;0,099531127;0,067904641;0,067904641
2021-05;Operador A;Loja 1;Produto F;0,154008635;0,084124607;0,084124607
2021-05;Operador A;Loja 1;Produto E;0,241492967;0,091462319;0,091462319
2021-05;Operador A;Loja 1;Produto D;0,044009099;0,037727976;0,037727976
2021-05;Operador A;Loja 1;Produto C;0,054825681;0,039970203;0,039970203
2021-05;Operador A;Loja 1;Produto B;0,000951674;0,000671292;0,000671292
2021-05;Operador A;Loja 1;Produto A;0,245113969;0,220067498;0,220067498
2021-06;Operador A;Loja 1;Produto I;0,310686598;0,281175712;0,281175712
2021-06;Operador A;Loja 1;Produto H;0,162782601;0,12814498;0,12814498
2021-06;Operador A;Loja 1;Produto G;0,148112901;0,121229973;0,121229973
2021-06;Operador A;Loja 1;Produto F;0,200988812;0,147967931;0,147967931
2021-06;Operador A;Loja 1;Produto E;0,547722947;0,220269902;0,220269902
2021-06;Operador A;Loja 1;Produto D;0,121837426;0,060574362;0,060574362
2021-06;Operador A;Loja 1;Produto C;0,127176083;0,066284862;0,066284862
2021-06;Operador A;Loja 1;Produto B;6,96347E-05;0,001553865;0,001553865
2021-06;Operador A;Loja 1;Produto A;0,335708649;0,238473192;0,238473192
2021-07;Operador A;Loja 1;Produto I;0,524047166;0,332739102;0,332739102
2021-07;Operador A;Loja 1;Produto H;0,18747969;0,150209355;0,150209355
2021-07;Operador A;Loja 1;Produto G;0,202126178;0,141406392;0,141406392
2021-07;Operador A;Loja 1;Produto F;0,444663665;0,222588335;0,222588335
2021-07;Operador A;Loja 1;Produto E;0,694257463;0,296071946;0,296071946
2021-07;Operador A;Loja 1;Produto D;0,134348452;0,070418352;0,070418352
2021-07;Operador A;Loja 1;Produto C;0,166844622;0,089145235;0,089145235
2021-07;Operador A;Loja 1;Produto B;0,000185692;0,002497926;0,002497926
2021-07;Operador A;Loja 1;Produto A;0,402465067;0,252804478;0,252804478
2021-08;Operador A;Loja 1;Produto H;0,114456153;0,104378124;0,104378124
2021-08;Operador A;Loja 1;Produto G;0,12699039;0,082678369;0,082678369
2021-08;Operador A;Loja 1;Produto F;0,263265401;0,129466402;0,129466402
2021-08;Operador A;Loja 1;Produto E;0,400631354;0,172723281;0,172723281
2021-08;Operador A;Loja 1;Produto I;0,289030221;0,211612267;0,211612267
2021-08;Operador A;Loja 1;Produto C;0,067174226;0,065510863;0,065510863
2021-08;Operador A;Loja 1;Produto B;0,00030175;0,006108981;0,006108981
2021-08;Operador A;Loja 1;Produto A;0,161923773;0,112947933;0,112947933
2021-08;Operador A;Loja 1;Produto D;0,055034585;0,045345433;0,045345433
2021-09;Operador A;Loja 1;Produto I;0,138921127;0,145969865;0,145969865
2021-09;Operador A;Loja 1;Produto H;0,080219117;0,079593642;0,079593642
2021-09;Operador A;Loja 1;Produto G;0,120978599;0,06729056;0,06729056
2021-09;Operador A;Loja 1;Produto F;0,284898566;0,142895838;0,142895838
2021-09;Operador A;Loja 1;Produto E;0,371640128;0,205453277;0,205453277
2021-09;Operador A;Loja 1;Produto D;0,02950188;0,031119589;0,031119589
2021-09;Operador A;Loja 1;Produto C;0,036117172;0,034100527;0,034100527
2021-09;Operador A;Loja 1;Produto B;0,002878232;0,008919266;0,008919266
2021-09;Operador A;Loja 1;Produto A;0,040179193;0,039835967;0,039835967
2021-10;Operador A;Loja 1;Produto H;0,098254491;0,098699369;0,098699369
2021-10;Operador A;Loja 1;Produto G;0,141474398;0,109458456;0,109458456
2021-10;Operador A;Loja 1;Produto F;0,301309131;0,294764248;0,294764248
2021-10;Operador A;Loja 1;Produto E;0,522074184;0,368322773;0,368322773
2021-10;Operador A;Loja 1;Produto I;0,164012813;0,177124372;0,177124372
2021-10;Operador A;Loja 1;Produto C;0,055243489;0,041766153;0,041766153
2021-10;Operador A;Loja 1;Produto B;0,010654101;0,011822073;0,011822073
2021-10;Operador A;Loja 1;Produto A;0,030987419;0,050562123;0,050562123
2021-10;Operador A;Loja 1;Produto D;0,033262151;0,048752099;0,048752099
2021-11;Operador A;Loja 1;Produto H;0,140986955;0,096185731;0,096185731
2021-11;Operador A;Loja 1;Produto G;0,227983845;0,127556342;0,127556342
2021-11;Operador A;Loja 1;Produto F;0,635741145;0,434706913;0,434706913
2021-11;Operador A;Loja 1;Produto E;1;0,590378525;0,590378525
2021-11;Operador A;Loja 1;Produto I;0,383315538;0,199922538;0,199922538
2021-11;Operador A;Loja 1;Produto C;0,15154821;0,074503156;0,074503156
2021-11;Operador A;Loja 1;Produto B;0,018221067;0,016250098;0,016250098
2021-11;Operador A;Loja 1;Produto A;0,037068845;0,039669572;0,039669572
2021-11;Operador A;Loja 1;Produto D;0,081495752;0,047570891;0,047570891
2021-12;Operador A;Loja 1;Produto I;0,085697043;0,079683006;0,079683006
2021-12;Operador A;Loja 1;Produto H;0,048117543;0,051294999;0,051294999
2021-12;Operador A;Loja 1;Produto G;0,061858781;0,066033579;0,066033579
2021-12;Operador A;Loja 1;Produto F;0,430527831;0,415622586;0,415622586
2021-12;Operador A;Loja 1;Produto E;0,44085697;0,296075571;0,296075571
2021-12;Operador A;Loja 1;Produto C;0,030616035;0,025134952;0,025134952
2021-12;Operador A;Loja 1;Produto B;0,005477926;0,009087677;0,009087677
2021-12;Operador A;Loja 1;Produto A;0,010584467;0,021649133;0,021649133
2021-12;Operador A;Loja 1;Produto D;0,016340931;0,017285463;0,017285463
2022-01;Operador A;Loja 1;Produto I;0,261106727;0,150773485;0,150773485
2022-01;Operador A;Loja 1;Produto H;0,100552435;0,073523975;0,073523975
2022-01;Operador A;Loja 1;Produto G;0,094749547;0,114009761;0,114009761
2022-01;Operador A;Loja 1;Produto F;0,660438234;0,542684066;0,542684066
2022-01;Operador A;Loja 1;Produto C;0,105101899;0,099271289;0,099271289
2022-01;Operador A;Loja 1;Produto D;0,044659022;0,02911958;0,02911958
2022-01;Operador A;Loja 1;Produto B;0,032635439;0,014368538;0,014368538
2022-01;Operador A;Loja 1;Produto A;0,044101945;0,028507455;0,028507455
2022-01;Operador A;Loja 1;Produto E;0,81776612;0,425285599;0,425285599
2022-02;Operador A;Loja 1;Produto I;0,144840072;0,10252407;0,10252407
2022-02;Operador A;Loja 1;Produto H;0,039993501;0,058043446;0,058043446
2022-02;Operador A;Loja 1;Produto G;0,069170419;0,077051166;0,077051166
2022-02;Operador A;Loja 1;Produto F;0,765424075;0,445655779;0,445655779
2022-02;Operador A;Loja 1;Produto E;0,584861427;0,295954967;0,295954967
2022-02;Operador A;Loja 1;Produto D;0,028341303;0,020377833;0,020377833
2022-02;Operador A;Loja 1;Produto C;0,066222552;0,045311123;0,045311123
2022-02;Operador A;Loja 1;Produto B;0,017501509;0,006428095;0,006428095
2022-02;Operador A;Loja 1;Produto A;0,063321109;0,054959639;0,054959639
2022-03;Operador A;Loja 1;Produto I;0,089341256;0,083772556;0,083772556
2022-03;Operador A;Loja 1;Produto H;0,040898751;0,075440786;0,075440786
2022-03;Operador A;Loja 1;Produto G;0,056380855;0,061854575;0,061854575
2022-03;Operador A;Loja 1;Produto F;0,295158071;0,17879142;0,17879142
2022-03;Operador A;Loja 1;Produto E;0,302516132;0,156586999;0,156586999
2022-03;Operador A;Loja 1;Produto D;0,024720301;0,022138308;0,022138308
2022-03;Operador A;Loja 1;Produto C;0,052225988;0,035469596;0,035469596
2022-03;Operador A;Loja 1;Produto B;0,010886217;0,001924796;0,001924796
2022-03;Operador A;Loja 1;Produto A;0,126735063;0,102729003;0,102729003
2022-04;Operador A;Loja 1;Produto I;0,073859152;0,098860214;0,098860214
2022-04;Operador A;Loja 1;Produto H;0,082749176;0,091390966;0,091390966
2022-04;Operador A;Loja 1;Produto G;0,067893784;0,060370179;0,060370179
2022-04;Operador A;Loja 1;Produto F;0,155331693;0,133386488;0,133386488
2022-04;Operador A;Loja 1;Produto E;0,229956827;0,139957062;0,139957062
2022-04;Operador A;Loja 1;Produto D;0,030499977;0,023231377;0,023231377
2022-04;Operador A;Loja 1;Produto C;0,067615245;0,056107368;0,056107368
2022-04;Operador A;Loja 1;Produto B;0,004804791;0,000829224;0,000829224
2022-04;Operador A;Loja 1;Produto A;0,217074416;0,160288544;0,160288544
2022-05;Operador A;Loja 1;Produto H;0,092196277;0,088029906;0,088029906
2022-05;Operador A;Loja 1;Produto I;0,072884267;0,073446237;0,073446237
2022-05;Operador A;Loja 1;Produto F;0,106192842;0,09907335;0,09907335
2022-05;Operador A;Loja 1;Produto E;0,192029154;0,112519406;0,112519406
2022-05;Operador A;Loja 1;Produto G;0,06004828;0,050242124;0,050242124
2022-05;Operador A;Loja 1;Produto C;0,08699689;0,053744721;0,053744721
2022-05;Operador A;Loja 1;Produto B;0,001764078;0,000414474;0,000414474
2022-05;Operador A;Loja 1;Produto A;0,442528202;0,266656577;0,266656577
2022-05;Operador A;Loja 1;Produto D;0,027087879;0,016195365;0,016195365
2022-06;Operador A;Loja 1;Produto I;0,210343067;0,162599739;0,162599739
2022-06;Operador A;Loja 1;Produto H;0,249315259;0,139165173;0,139165173
2022-06;Operador A;Loja 1;Produto G;0,129497238;0,093169897;0,093169897
2022-06;Operador A;Loja 1;Produto F;0,285339585;0,188520815;0,188520815
2022-06;Operador A;Loja 1;Produto E;0,559491203;0,291142315;0,291142315
2022-06;Operador A;Loja 1;Produto D;0,059909011;0,039683466;0,039683466
2022-06;Operador A;Loja 1;Produto C;0,100807762;0,087967265;0,087967265
2022-06;Operador A;Loja 1;Produto B;0,00269254;0,001019234;0,001019234
2022-06;Operador A;Loja 1;Produto A;0,379532055;0,291128004;0,291128004
2022-07;Operador A;Loja 1;Produto H;0,263010074;0,161383032;0,161383032
2022-07;Operador A;Loja 1;Produto I;0,262777958;0,210883254;0,210883254
2022-07;Operador A;Loja 1;Produto F;0,316443062;0,28093654;0,28093654
2022-07;Operador A;Loja 1;Produto E;0,766584653;0,388598337;0,388598337
2022-07;Operador A;Loja 1;Produto G;0,15858131;0,107977411;0,107977411
2022-07;Operador A;Loja 1;Produto C;0,147230862;0,11879503;0,11879503
2022-07;Operador A;Loja 1;Produto B;0,000394596;0,001592019;0,001592019
2022-07;Operador A;Loja 1;Produto A;0,386518732;0,308407154;0,308407154
2022-07;Operador A;Loja 1;Produto D;0,053525834;0,048097261;0,048097261
2022-08;Operador A;Loja 1;Produto I;0,09628151;0,087329084;0,087329084
2022-08;Operador A;Loja 1;Produto H;0,128452718;0,115012412;0,115012412
2022-08;Operador A;Loja 1;Produto F;0,186295901;0,160538798;0,160538798
2022-08;Operador A;Loja 1;Produto E;0,333225013;0,223882942;0,223882942
2022-08;Operador A;Loja 1;Produto G;0,077944385;0,061906467;0,061906467
2022-08;Operador A;Loja 1;Produto C;0,11380623;0,086368614;0,086368614
2022-08;Operador A;Loja 1;Produto B;0,000858827;0,00386414;0,00386414
2022-08;Operador A;Loja 1;Produto A;0,224246785;0,137108743;0,137108743
2022-08;Operador A;Loja 1;Produto D;0,015621373;0,022294275;0,022294275
2022-09;Operador A;Loja 1;Produto A;0;0,009009646;0,009009646
2022-09;Operador A;Loja 1;Produto B;0;0,001062353;0,001062353
2022-09;Operador A;Loja 1;Produto C;0;0,003090535;0,003090535
2022-09;Operador A;Loja 1;Produto D;0;0,000269626;0,000269626
2022-09;Operador A;Loja 1;Produto E;0;0,064693391;0,064693391
2022-09;Operador A;Loja 1;Produto F;0;0,041740491;0,041740491
2022-09;Operador A;Loja 1;Produto G;0;0,01012041;0,01012041
2022-09;Operador A;Loja 1;Produto H;0;0,014165644;0,014165644
2022-09;Operador A;Loja 1;Produto I;0;0;0
2022-10;Operador A;Loja 1;Produto A;0;0,065898726;0,065898726
2022-10;Operador A;Loja 1;Produto B;0;0,007800335;0,007800335
2022-10;Operador A;Loja 1;Produto C;0;0,063703371;0,063703371
2022-10;Operador A;Loja 1;Produto D;0;0,026215585;0,026215585
2022-10;Operador A;Loja 1;Produto E;0;0,544423282;0,544423282
2022-10;Operador A;Loja 1;Produto F;0;0,404065024;0,404065024
2022-10;Operador A;Loja 1;Produto G;0;0,088885784;0,088885784
2022-10;Operador A;Loja 1;Produto H;0;0,103175915;0,103175915
2022-10;Operador A;Loja 1;Produto I;0;0,054336409;0,054336409
2022-11;Operador A;Loja 1;Produto A;0;0,047955174;0,047955174
2022-11;Operador A;Loja 1;Produto B;0;0,010382295;0,010382295
2022-11;Operador A;Loja 1;Produto C;0;0,097425759;0,097425759
2022-11;Operador A;Loja 1;Produto D;0;0,027476496;0,027476496
2022-11;Operador A;Loja 1;Produto E;0;0,763823688;0,763823688
2022-11;Operador A;Loja 1;Produto F;0;0,578497635;0,578497635
2022-11;Operador A;Loja 1;Produto G;0;0,095371413;0,095371413
2022-11;Operador A;Loja 1;Produto H;0;0,069649755;0,069649755
2022-11;Operador A;Loja 1;Produto I;0;0,093072351;0,093072351
2022-12;Operador A;Loja 1;Produto A;0;0,013374209;0,013374209
2022-12;Operador A;Loja 1;Produto B;0;0,003793465;0,003793465
2022-12;Operador A;Loja 1;Produto C;0;0,024008076;0,024008076
2022-12;Operador A;Loja 1;Produto D;0;0,000815039;0,000815039
2022-12;Operador A;Loja 1;Produto E;0;0,303342314;0,303342314
2022-12;Operador A;Loja 1;Produto F;0;0,43916858;0,43916858
2022-12;Operador A;Loja 1;Produto G;0;0,037566311;0,037566311
2022-12;Operador A;Loja 1;Produto H;0;0,023557298;0,023557298
2022-12;Operador A;Loja 1;Produto I;0;0,003391562;0,003391562
2023-01;Operador A;Loja 1;Produto A;0;0,043737972;0,043737972
2023-01;Operador A;Loja 1;Produto B;0;0,008985155;0,008985155
2023-01;Operador A;Loja 1;Produto C;0;0,140840706;0,140840706
2023-01;Operador A;Loja 1;Produto D;0;0,006987494;0,006987494
2023-01;Operador A;Loja 1;Produto E;0;0,61311959;0,61311959
2023-01;Operador A;Loja 1;Produto F;0;0,775987849;0,775987849
2023-01;Operador A;Loja 1;Produto G;0;0,094809996;0,094809996
2023-01;Operador A;Loja 1;Produto H;0;0,045443098;0,045443098
2023-01;Operador A;Loja 1;Produto I;0;0,035228775;0,035228775
2023-02;Operador A;Loja 1;Produto A;0;0,075009674;0,075009674
2023-02;Operador A;Loja 1;Produto B;0;0,002898369;0,002898369
2023-02;Operador A;Loja 1;Produto C;0;0,051344613;0,051344613
2023-02;Operador A;Loja 1;Produto D;0;7,63287E-07;7,63287E-07
2023-02;Operador A;Loja 1;Produto E;0;0,325231589;0,325231589
2023-02;Operador A;Loja 1;Produto F;0;0,477253571;0,477253571
2023-02;Operador A;Loja 1;Produto G;0;0,047907965;0,047907965
2023-02;Operador A;Loja 1;Produto H;0;0,036303973;0,036303973
2023-02;Operador A;Loja 1;Produto I;0;0,000501727;0,000501727
2023-03;Operador A;Loja 1;Produto A;0;0,115716206;0,115716206
2023-03;Operador A;Loja 1;Produto B;0;0,000678658;0,000678658
2023-03;Operador A;Loja 1;Produto C;0;0,042772604;0,042772604
2023-03;Operador A;Loja 1;Produto D;0;0,000716457;0,000716457
2023-03;Operador A;Loja 1;Produto E;0;0,180692243;0,180692243
2023-03;Operador A;Loja 1;Produto F;0;0,197906758;0,197906758
2023-03;Operador A;Loja 1;Produto G;0;0,040607688;0,040607688
2023-03;Operador A;Loja 1;Produto H;0;0,04996456;0,04996456
2023-03;Operador A;Loja 1;Produto I;0;0;0
2023-04;Operador A;Loja 1;Produto A;0;0,190326704;0,190326704
2023-04;Operador A;Loja 1;Produto B;0;0,000273724;0,000273724
2023-04;Operador A;Loja 1;Produto C;0;0,073003067;0,073003067
2023-04;Operador A;Loja 1;Produto D;0;0,001278922;0,001278922
2023-04;Operador A;Loja 1;Produto E;0;0,14174412;0,14174412
2023-04;Operador A;Loja 1;Produto F;0;0,131886409;0,131886409
2023-04;Operador A;Loja 1;Produto G;0;0,032060016;0,032060016
2023-04;Operador A;Loja 1;Produto H;0;0,065404872;0,065404872
2023-04;Operador A;Loja 1;Produto I;0;0;0
2023-05;Operador A;Loja 1;Produto A;0;0,357724472;0,357724472
2023-05;Operador A;Loja 1;Produto B;0;0,000199735;0,000199735
2023-05;Operador A;Loja 1;Produto C;0;0,074515207;0,074515207
2023-05;Operador A;Loja 1;Produto D;0;0;0
2023-05;Operador A;Loja 1;Produto E;0;0,142216552;0,142216552
2023-05;Operador A;Loja 1;Produto F;0;0,119919545;0,119919545
2023-05;Operador A;Loja 1;Produto G;0;0,036113031;0,036113031
2023-05;Operador A;Loja 1;Produto H;0;0,099123434;0,099123434
2023-05;Operador A;Loja 1;Produto I;0;0;0
2023-06;Operador A;Loja 1;Produto A;0;0,315461321;0,315461321
2023-06;Operador A;Loja 1;Produto B;0;0,000489675;0,000489675
2023-06;Operador A;Loja 1;Produto C;0;0,110130136;0,110130136
2023-06;Operador A;Loja 1;Produto D;0;0,017865976;0,017865976
2023-06;Operador A;Loja 1;Produto E;0;0,344876515;0,344876515
2023-06;Operador A;Loja 1;Produto F;0;0,206776596;0,206776596
2023-06;Operador A;Loja 1;Produto G;0;0,061180051;0,061180051
2023-06;Operador A;Loja 1;Produto H;0;0,112351116;0,112351116
2023-06;Operador A;Loja 1;Produto I;0;0,038933403;0,038933403
2023-07;Operador A;Loja 1;Produto A;0;0,393381089;0,393381089
2023-07;Operador A;Loja 1;Produto B;0;0,000920168;0,000920168
2023-07;Operador A;Loja 1;Produto C;0;0,161586988;0,161586988
2023-07;Operador A;Loja 1;Produto D;0;0,025022987;0,025022987
2023-07;Operador A;Loja 1;Produto E;0;0,511762991;0,511762991
2023-07;Operador A;Loja 1;Produto F;0;0,357985649;0,357985649
2023-07;Operador A;Loja 1;Produto G;0;0,077374065;0,077374065
2023-07;Operador A;Loja 1;Produto H;0;0,136293219;0,136293219
2023-07;Operador A;Loja 1;Produto I;0;0,084714169;0,084714169
2023-08;Operador A;Loja 1;Produto A;0;0,120347801;0,120347801
2023-08;Operador A;Loja 1;Produto B;0;0,001560076;0,001560076
2023-08;Operador A;Loja 1;Produto C;0;0,092499022;0,092499022
2023-08;Operador A;Loja 1;Produto D;0;0,000864943;0,000864943
2023-08;Operador A;Loja 1;Produto E;0;0,233918868;0,233918868
2023-08;Operador A;Loja 1;Produto F;0;0,170706256;0,170706256
2023-08;Operador A;Loja 1;Produto G;0;0,035562466;0,035562466
2023-08;Operador A;Loja 1;Produto H;0;0,079474315;0,079474315
2023-08;Operador A;Loja 1;Produto I;0;0;0
2023-09;Operador A;Loja 1;Produto A;0;0,048836435;0,048836435
2023-09;Operador A;Loja 1;Produto B;0;0,00207818;0,00207818
2023-09;Operador A;Loja 1;Produto C;0;0,049901223;0,049901223
2023-09;Operador A;Loja 1;Produto D;0;0;0
2023-09;Operador A;Loja 1;Produto E;0;0,305882478;0,305882478
2023-09;Operador A;Loja 1;Produto F;0;0,203495111;0,203495111
2023-09;Operador A;Loja 1;Produto G;0;0,031548444;0,031548444
2023-09;Operador A;Loja 1;Produto H;0;0,06705232;0,06705232
2023-09;Operador A;Loja 1;Produto I;0;0;0
